animeA_id,animeB_id,relation_type
22699,16468,Side story
987,33947,Side story
3033,3031,Side story
11073,1117,Side story
49515,3031,Side story
8357,34354,Side story
37851,2472,Side story
35972,37626,Side story
859,3031,Side story
34314,3744,Side story
42203,32380,Side story
35206,9288,Side story
31599,39762,Side story
1575,40836,Side story
35310,13667,Side story
8888,40836,Side story
30150,13823,Side story
34471,24591,Side story
2222,904,Side story
33145,1505,Side story
21695,1526,Side story
918,12049,Side story
35652,8367,Side story
19961,32087,Side story
35883,18781,Side story
42136,1121,Side story
223,12859,Side story
42422,10821,Side story
40351,2201,Side story
22777,12859,Side story
30686,2201,Side story
33183,3051,Side story
23409,24591,Side story
40610,3051,Side story
35551,25805,Side story
8133,4703,Side story
40861,1525,Side story
39358,894,Side story
893,38234,Side story
3545,31490,Side story
1856,33221,Side story
14353,21659,Side story
47413,21419,Side story
5753,15307,Side story
14123,1709,Side story
2490,25389,Side story
36714,32087,Side story
2225,25389,Side story
34239,32087,Side story
35306,32863,Side story
3312,906,Side story
51162,25389,Side story
38025,33705,Side story
31592,12671,Side story
40356,39921,Side story
19123,38234,Side story
22695,38234,Side story
21743,33705,Side story
36186,39046,Side story
8133,17357,Side story
40367,12231,Side story
42136,10740,Side story
35305,35072,Side story
37664,35632,Side story
891,902,Side story
971,899,Side story
51018,4792,Side story
38897,19109,Side story
10074,900,Side story
33146,38770,Side story
36760,38770,Side story
30151,6325,Side story
20509,19109,Side story
13203,40082,Side story
34514,4793,Side story
51150,1527,Side story
1968,31973,Side story
38784,26057,Side story
20159,5526,Side story
2222,6714,Side story
48409,37626,Side story
36914,13263,Side story
33049,13263,Side story
34034,31231,Side story
33934,34519,Side story
36215,902,Side story
37885,459,Side story
34100,31056,Side story
35311,13825,Side story
893,464,Side story
37290,904,Side story
1983,460,Side story
11073,4792,Side story
35551,6385,Side story
16774,28223,Side story
39935,7060,Side story
6033,462,Side story
893,463,Side story
28683,464,Side story
40861,36825,Side story
3444,34519,Side story
34239,35632,Side story
2225,460,Side story
33146,6198,Side story
2363,37966,Side story
3312,465,Side story
51013,4794,Side story
22699,461,Side story
47413,1435,Side story
3546,463,Side story
813,461,Side story
33145,1435,Side story
16143,463,Side story
48903,7667,Side story
51150,34325,Side story
37431,35425,Side story
36760,13839,Side story
21,463,Side story
35551,5844,Side story
33371,465,Side story
19291,4794,Side story
32,81,Side story
28853,16678,Side story
14123,4910,Side story
987,9999,Side story
25517,1432,Side story
34021,1419,Side story
34314,37028,Side story
1525,34325,Side story
8176,10017,Side story
28853,5845,Side story
36927,11009,Side story
9107,10302,Side story
49730,4910,Side story
8438,13799,Side story
3546,9999,Side story
8310,8097,Side story
1565,4910,Side story
3848,9999,Side story
22661,9999,Side story
51162,9999,Side story
34036,8097,Side story
2406,9999,Side story
3848,5152,Side story
813,5152,Side story
971,5152,Side story
17873,34325,Side story
5225,1433,Side story
36991,33074,Side story
2386,984,Side story
37865,5845,Side story
40181,2386,Side story
19291,4910,Side story
35859,9999,Side story
36760,1424,Side story
3848,10017,Side story
2695,3288,Side story
1426,1431,Side story
813,48903,Side story
34034,21571,Side story
36967,1434,Side story
3546,32051,Side story
22777,2385,Side story
37290,5152,Side story
1564,13799,Side story
235,3019,Side story
35859,2386,Side story
31289,32051,Side story
2386,32051,Side story
40181,32051,Side story
1983,1237,Side story
32437,1094,Side story
1426,1429,Side story
40367,6714,Side story
2747,2490,Side story
36991,1427,Side story
49730,50673,Side story
36760,40578,Side story
21,2490,Side story
32158,34391,Side story
33934,864,Side story
7261,41052,Side story
33879,2680,Side story
11359,6714,Side story
1426,40578,Side story
1412,40578,Side story
31289,12001,Side story
18679,3288,Side story
37626,35632,Side story
37764,35949,Side story
2269,35949,Side story
30122,4540,Side story
33878,22695,Side story
23943,32898,Side story
3545,2222,Side story
32681,35949,Side story
49827,83,Side story
35224,40888,Side story
41063,864,Side story
33882,36242,Side story
50696,36241,Side story
41063,3288,Side story
2747,2901,Side story
33874,42449,Side story
3444,7060,Side story
22699,2901,Side story
512,11659,Side story
5270,35567,Side story
30450,3547,Side story
1091,4540,Side story
40181,7667,Side story
24835,7060,Side story
50696,7157,Side story
25389,8547,Side story
32437,8550,Side story
8171,8548,Side story
22661,28371,Side story
36215,28367,Side story
22695,30453,Side story
32437,30453,Side story
50696,30453,Side story
24835,32898,Side story
51162,34878,Side story
9340,7176,Parent story
29697,22,Parent story
16099,11757,Parent story
1474,1471,Parent story
17163,16371,Parent story
34591,4081,Parent story
4910,1565,Parent story
34614,26395,Parent story
12881,648,Parent story
30694,223,Parent story
8491,1313,Parent story
2589,68,Parent story
35176,4459,Parent story
4071,33371,Parent story
32574,24439,Parent story
9865,5060,Parent story
6178,1565,Parent story
25437,15605,Parent story
36611,30989,Parent story
18533,1572,Parent story
7322,6030,Parent story
1121,1565,Parent story
6198,5225,Parent story
3745,501,Parent story
10180,8476,Parent story
34354,4737,Parent story
30056,22147,Parent story
4508,291,Parent story
22759,4654,Parent story
901,223,Parent story
18849,4081,Parent story
17897,7643,Parent story
30148,13817,Parent story
1428,1412,Parent story
37348,40064,Parent story
1430,1412,Parent story
1365,1412,Parent story
36241,33371,Parent story
31234,35376,Parent story
7060,87,Parent story
36624,15417,Parent story
50562,2450,Parent story
33957,10507,Parent story
20517,18195,Parent story
24471,35075,Parent story
5713,3225,Parent story
40280,6213,Parent story
37504,37510,Parent story
3019,1412,Parent story
39178,38436,Parent story
2107,813,Parent story
1363,1425,Parent story
16468,813,Parent story
7579,262,Parent story
32887,37347,Parent story
9117,33836,Parent story
46431,39547,Parent story
17879,21647,Parent story
2665,8359,Parent story
936,34566,Parent story
32842,8359,Parent story
34534,10379,Parent story
39705,34134,Parent story
42423,19163,Parent story
3447,1566,Parent story
33552,15335,Parent story
23831,28025,Parent story
5764,11319,Parent story
30547,17637,Parent story
19511,30654,Parent story
15093,8057,Parent story
38699,36456,Parent story
33372,38414,Parent story
3266,6709,Parent story
36561,44412,Parent story
10886,15959,Parent story
7367,16870,Parent story
1094,30694,Parent story
8490,2398,Parent story
16870,30654,Parent story
2928,298,Parent story
32376,2076,Parent story
1074,16870,Parent story
4795,1564,Parent story
8909,4884,Parent story
1417,1426,Parent story
27967,36037,Parent story
34465,11266,Parent story
7066,632,Parent story
49311,33064,Parent story
15979,4246,Parent story
35982,93,Parent story
1428,27947,Parent story
5460,13203,Parent story
18619,38081,Parent story
461,901,Parent story
37966,19291,Parent story
40453,32801,Parent story
41504,3727,Parent story
1638,2547,Parent story
11533,19849,Parent story
3275,3281,Parent story
19951,13271,Parent story
1424,27947,Parent story
4469,299,Parent story
11659,225,Parent story
12671,9107,Parent story
1930,8133,Parent story
462,10074,Parent story
33338,10074,Parent story
1795,1796,Parent story
32366,34096,Parent story
45645,2577,Parent story
34765,33730,Parent story
13271,19951,Parent story
36999,11597,Parent story
48627,7337,Parent story
44160,44161,Parent story
32915,30191,Parent story
2624,2577,Parent story
12231,10074,Parent story
40142,37115,Parent story
7367,13667,Parent story
8062,1659,Parent story
904,10074,Parent story
28607,7337,Parent story
31454,19319,Parent story
38234,225,Parent story
26213,33845,Parent story
13271,139,Parent story
8550,36946,Parent story
33474,2553,Parent story
31051,24415,Parent story
6385,34540,Parent story
40888,1092,Parent story
11659,6033,Parent story
3051,16442,Parent story
15819,17187,Parent story
10842,7902,Parent story
8950,2553,Parent story
13825,24833,Parent story
32801,47164,Parent story
1474,37516,Parent story
30912,2354,Parent story
31785,11663,Parent story
33662,37115,Parent story
12709,8909,Parent story
37305,27991,Parent story
6460,8364,Parent story
449,48505,Parent story
2889,834,Parent story
32316,4849,Parent story
32222,30039,Parent story
32898,1092,Parent story
33142,32615,Parent story
32383,19961,Parent story
8728,15199,Parent story
822,19613,Parent story
36761,49119,Parent story
20745,37027,Parent story
38480,38481,Parent story
1931,12191,Parent story
9282,10525,Parent story
13823,13821,Parent story
9047,38481,Parent story
37818,10507,Parent story
6421,10842,Parent story
2020,36946,Parent story
864,37245,Parent story
2547,1638,Parent story
16680,19291,Parent story
13245,815,Parent story
5163,15201,Parent story
31669,21201,Parent story
1923,452,Parent story
20815,6553,Parent story
36240,10074,Parent story
1120,34540,Parent story
8097,34021,Parent story
3371,820,Parent story
9999,14837,Parent story
32380,38472,Parent story
594,8246,Parent story
895,14837,Parent story
38419,14837,Parent story
8972,518,Parent story
985,14837,Parent story
39764,1428,Parent story
3660,2039,Parent story
5152,14837,Parent story
36242,14837,Parent story
1907,30145,Parent story
3954,12709,Parent story
35631,20785,Parent story
32268,11979,Parent story
3245,9154,Parent story
1238,898,Parent story
896,898,Parent story
49936,8248,Parent story
32026,19261,Parent story
21755,814,Parent story
19671,25015,Parent story
2553,2576,Parent story
41158,32892,Parent story
6303,18845,Parent story
24457,814,Parent story
33155,2904,Parent story
36761,32900,Parent story
1428,47413,Parent story
1526,34034,Parent story
1278,997,Parent story
39369,34244,Parent story
6951,15489,Parent story
21571,528,Parent story
15811,36783,Parent story
3727,33661,Parent story
4469,1994,Parent story
40334,30711,Parent story
2472,8246,Parent story
8360,33661,Parent story
10703,235,Parent story
8367,33661,Parent story
1088,4454,Parent story
465,896,Parent story
8361,33661,Parent story
936,10589,Parent story
33672,33661,Parent story
49311,23931,Parent story
34430,235,Parent story
48903,502,Parent story
3051,28669,Parent story
8490,1132,Parent story
2248,2144,Parent story
779,25517,Parent story
37099,37098,Parent story
26213,39014,Parent story
1369,25517,Parent story
12187,38086,Parent story
35139,38629,Parent story
34878,891,Parent story
4703,28669,Parent story
40334,12685,Parent story
2583,12337,Parent story
8972,3660,Parent story
3954,38110,Parent story
39477,42091,Parent story
442,6325,Parent story
33074,40082,Parent story
41052,35631,Parent story
8550,891,Parent story
1994,10390,Parent story
4936,38530,Parent story
1924,1011,Parent story
21867,1365,Parent story
41609,33513,Parent story
6460,36551,Parent story
906,8740,Parent story
21201,19297,Parent story
3019,25517,Parent story
39429,23137,Parent story
4703,9893,Parent story
5460,1365,Parent story
31608,32816,Parent story
6246,5249,Parent story
1367,1365,Parent story
5152,8740,Parent story
23301,4874,Parent story
50673,1117,Parent story
1117,4874,Parent story
13245,10862,Parent story
1931,36593,Parent story
12255,38084,Parent story
40315,5163,Parent story
31608,19297,Parent story
2248,12979,Parent story
4703,36593,Parent story
1432,1365,Parent story
6714,502,Parent story
37818,40497,Parent story
35308,21,Parent story
2080,33358,Parent story
34475,19261,Parent story
4124,1534,Parent story
36286,37055,Parent story
31490,986,Parent story
25365,10916,Parent story
4437,12979,Parent story
34391,94,Parent story
34032,31919,Parent story
528,10916,Parent story
904,892,Parent story
5256,19099,Parent story
34354,50141,Parent story
894,892,Parent story
19261,7081,Parent story
83,24625,Parent story
13831,35310,Parent story
35453,35447,Parent story
28371,25389,Parent story
1366,780,Parent story
19511,594,Parent story
5252,892,Parent story
16680,20159,Parent story
5526,25365,Parent story
39369,8369,Parent story
31758,37139,Parent story
36833,6922,Parent story
2171,1364,Parent story
2172,8362,Parent story
2391,94,Parent story
3927,86,Parent story
761,10686,Parent story
35072,6325,Parent story
2472,1074,Parent story
5152,11359,Parent story
34244,8362,Parent story
1481,1925,Parent story
1526,1118,Parent story
25781,49627,Parent story
21469,21395,Parent story
38480,38180,Parent story
38024,19871,Parent story
32900,21743,Parent story
10526,10525,Parent story
33606,11359,Parent story
2171,1363,Parent story
1432,780,Parent story
33947,11359,Parent story
13667,1074,Parent story
33549,32383,Parent story
31454,1091,Parent story
528,1118,Parent story
10916,1118,Parent story
19319,1090,Parent story
31973,1090,Parent story
780,1367,Parent story
28479,6467,Parent story
11533,34872,Parent story
2471,17113,Parent story
25161,28683,Parent story
38234,28683,Parent story
2842,1119,Parent story
38530,17113,Parent story
8365,3744,Parent story
12671,1117,Parent story
10302,1120,Parent story
5256,1120,Parent story
21899,16395,Parent story
40497,37626,Parent story
34878,904,Parent story
40334,40836,Parent story
20871,33947,Parent story
2354,1985,Parent story
34391,1967,Parent story
1417,1367,Parent story
7667,904,Parent story
8728,41075,Parent story
1923,1481,Parent story
20785,33551,Parent story
50673,5526,Parent story
21571,1526,Parent story
38211,18781,Parent story
37264,42203,Parent story
10916,1526,Parent story
1526,2847,Parent story
6988,27653,Parent story
4703,1930,Parent story
38201,36664,Parent story
32088,19879,Parent story
48903,904,Parent story
10917,1122,Parent story
35086,33705,Parent story
40853,8366,Parent story
23301,1122,Parent story
2450,8367,Parent story
40578,1366,Parent story
4793,2847,Parent story
442,30151,Parent story
38211,36529,Parent story
30149,35305,Parent story
4703,9979,Parent story
35072,2248,Parent story
1413,1505,Parent story
13263,12565,Parent story
33544,12049,Parent story
37028,8368,Parent story
31490,33947,Parent story
10116,8366,Parent story
21569,2201,Parent story
3727,8368,Parent story
7816,895,Parent story
33548,30778,Parent story
1363,4447,Parent story
19879,32087,Parent story
5460,2171,Parent story
19511,30151,Parent story
33551,9982,Parent story
33544,32900,Parent story
14837,4155,Parent story
38056,37818,Parent story
1425,9963,Parent story
27653,8368,Parent story
28257,35454,Parent story
18781,23871,Parent story
36761,37285,Parent story
31138,40357,Parent story
12187,169,Parent story
1363,21419,Parent story
896,22777,Parent story
8360,31978,Parent story
901,22777,Parent story
33372,40357,Parent story
40578,2171,Parent story
40192,85,Parent story
1425,2171,Parent story
8550,987,Parent story
24591,3710,Parent story
25161,25389,Parent story
35612,35142,Parent story
32898,33221,Parent story
38720,12117,Parent story
32026,32087,Parent story
49320,14735,Parent story
17113,36566,Parent story
10075,37850,Parent story
25313,37843,Parent story
898,905,Parent story
25011,44248,Parent story
12231,905,Parent story
2107,905,Parent story
899,905,Parent story
38530,44616,Parent story
50562,34835,Parent story
31201,44616,Parent story
35805,37124,Parent story
34430,34036,Parent story
33552,32930,Parent story
31,36871,Parent story
7695,34514,Parent story
898,38234,Parent story
1367,34036,Parent story
33789,32197,Parent story
985,10033,Parent story
17699,906,Parent story
33547,32366,Parent story
4703,17357,Parent story
2515,34430,Parent story
1118,34514,Parent story
1930,17357,Parent story
6325,35309,Parent story
2512,40082,Parent story
9982,39697,Parent story
15307,21031,Parent story
3051,21031,Parent story
4447,40082,Parent story
2472,35309,Parent story
15335,21899,Parent story
9917,12671,Parent story
17843,34549,Parent story
13799,34514,Parent story
24625,14349,Parent story
33551,2951,Parent story
33549,2951,Parent story
33372,41590,Parent story
37285,19871,Parent story
6555,4793,Parent story
35465,33551,Parent story
33142,40849,Parent story
32900,37431,Parent story
35982,16774,Parent story
36286,36683,Parent story
41052,37626,Parent story
36761,33542,Parent story
36240,28755,Parent story
2680,904,Parent story
25161,904,Parent story
4792,5526,Parent story
3853,40853,Parent story
37245,85,Parent story
7157,7666,Parent story
1094,904,Parent story
40329,40853,Parent story
16870,35307,Parent story
6945,33543,Parent story
1368,8609,Parent story
1121,2363,Parent story
30453,8546,Parent story
2847,2363,Parent story
5152,902,Parent story
33661,3727,Parent story
21571,23301,Parent story
8246,40478,Parent story
36624,32366,Parent story
1368,2514,Parent story
10643,33548,Parent story
50562,2665,Parent story
10740,1527,Parent story
34302,33183,Parent story
8360,2665,Parent story
96,31973,Parent story
2107,897,Parent story
34430,2512,Parent story
12255,7559,Parent story
4795,2363,Parent story
3927,1968,Parent story
32051,459,Parent story
25161,459,Parent story
27907,84,Parent story
28479,2512,Parent story
2450,6988,Parent story
12231,459,Parent story
29868,38850,Parent story
21419,1368,Parent story
2354,31699,Parent story
8365,35740,Parent story
1431,2514,Parent story
2201,1525,Parent story
1365,1368,Parent story
40853,33672,Parent story
40329,35740,Parent story
38770,1368,Parent story
13823,38299,Parent story
9963,2513,Parent story
903,895,Parent story
461,895,Parent story
27907,33221,Parent story
35612,35309,Parent story
21659,35716,Parent story
8369,31201,Parent story
1434,1368,Parent story
459,985,Parent story
35949,2273,Parent story
28371,8547,Parent story
42449,25161,Parent story
25011,38784,Parent story
7666,8547,Parent story
30453,7816,Parent story
5252,462,Parent story
34021,2513,Parent story
23259,1968,Parent story
36624,10643,Parent story
7060,38982,Parent story
466,464,Parent story
1117,4795,Parent story
1426,1368,Parent story
33551,36458,Parent story
33547,36458,Parent story
1368,2597,Parent story
2743,43204,Parent story
3727,18845,Parent story
2201,4794,Parent story
35631,40323,Parent story
900,460,Parent story
3288,38716,Parent story
39764,6198,Parent story
38419,460,Parent story
21899,33551,Parent story
17699,461,Parent story
35857,39764,Parent story
6288,34549,Parent story
501,3853,Parent story
24169,10703,Parent story
1363,10703,Parent story
1237,25161,Parent story
5152,461,Parent story
895,461,Parent story
37966,4910,Parent story
7666,30450,Parent story
33552,7261,Parent story
33550,7261,Parent story
1365,1435,Parent story
30694,461,Parent story
1366,21867,Parent story
30154,35317,Parent story
6438,21867,Parent story
38201,39697,Parent story
2450,35652,Parent story
5152,987,Parent story
30533,2273,Parent story
33548,17917,Parent story
30420,28371,Parent story
1363,39487,Parent story
7157,28371,Parent story
4793,6385,Parent story
35612,41136,Parent story
40853,50562,Parent story
9288,46650,Parent story
6275,49730,Parent story
3745,35139,Parent story
1094,37885,Parent story
33550,39721,Parent story
16678,30686,Parent story
33338,463,Parent story
8363,35139,Parent story
4793,10302,Parent story
33544,34178,Parent story
16678,32359,Parent story
28371,30453,Parent story
12255,38897,Parent story
39764,1416,Parent story
33550,19871,Parent story
50562,29832,Parent story
10917,49730,Parent story
779,1432,Parent story
3853,29832,Parent story
21867,1432,Parent story
11009,6275,Parent story
5529,4910,Parent story
984,3848,Parent story
1434,1419,Parent story
5845,4910,Parent story
6385,5844,Parent story
6288,864,Parent story
21867,1433,Parent story
1363,1433,Parent story
42449,5252,Parent story
1431,1432,Parent story
15783,1432,Parent story
10916,6275,Parent story
905,19123,Parent story
2512,1417,Parent story
1366,1417,Parent story
5529,8438,Parent story
14837,19123,Parent story
38715,33051,Parent story
24169,1417,Parent story
33550,36664,Parent story
2847,5845,Parent story
35982,31,Parent story
10302,5845,Parent story
1094,9999,Parent story
1430,1417,Parent story
33549,36714,Parent story
43204,10937,Parent story
34430,1413,Parent story
10703,1413,Parent story
50410,5252,Parent story
1367,1431,Parent story
1118,10917,Parent story
12671,8438,Parent story
6385,31750,Parent story
1431,8097,Parent story
8740,984,Parent story
5460,24169,Parent story
30151,9999,Parent story
32051,2386,Parent story
2201,51145,Parent story
33547,37818,Parent story
31490,465,Parent story
12117,1424,Parent story
83,6288,Parent story
32005,1424,Parent story
6178,50673,Parent story
2597,1429,Parent story
31,13863,Parent story
6714,48903,Parent story
1417,24169,Parent story
464,48903,Parent story
17699,2385,Parent story
4795,5844,Parent story
6178,36825,Parent story
7695,31750,Parent story
1367,3019,Parent story
3288,32681,Parent story
10740,50673,Parent story
32898,2269,Parent story
20871,31289,Parent story
40578,1424,Parent story
5152,31289,Parent story
24169,38720,Parent story
900,31289,Parent story
1364,1427,Parent story
900,32051,Parent story
903,32051,Parent story
905,32051,Parent story
92,33051,Parent story
528,28853,Parent story
8132,10808,Parent story
30694,1094,Parent story
906,1094,Parent story
1417,3019,Parent story
23301,36836,Parent story
8132,32792,Parent story
39764,15783,Parent story
31911,28853,Parent story
12671,42161,Parent story
5252,2490,Parent story
1117,50673,Parent story
40890,3318,Parent story
4026,51013,Parent story
6714,36215,Parent story
898,2020,Parent story
8740,2020,Parent story
36991,49320,Parent story
13839,33145,Parent story
31911,50673,Parent story
43204,34391,Parent story
460,2520,Parent story
6178,51018,Parent story
8097,15783,Parent story
33551,33550,Parent story
897,1237,Parent story
2513,33149,Parent story
781,33149,Parent story
3019,36967,Parent story
2391,95,Parent story
34519,281,Parent story
21419,33149,Parent story
31911,31750,Parent story
10740,51018,Parent story
1432,40578,Parent story
6714,2680,Parent story
35949,8132,Parent story
5844,51013,Parent story
1527,50840,Parent story
24625,34391,Parent story
12859,37902,Parent story
34519,864,Parent story
2020,12001,Parent story
6288,20667,Parent story
1526,51018,Parent story
2391,32792,Parent story
8097,36269,Parent story
528,42914,Parent story
895,971,Parent story
5152,6714,Parent story
905,6714,Parent story
30533,1939,Parent story
16468,8171,Parent story
33551,39697,Parent story
16239,8171,Parent story
96,13863,Parent story
460,16143,Parent story
7060,4130,Parent story
1094,16143,Parent story
96,4130,Parent story
3927,2695,Parent story
31454,2695,Parent story
16468,22699,Parent story
36241,3044,Parent story
25161,38653,Parent story
19319,34391,Parent story
462,2222,Parent story
43204,2743,Parent story
2107,3044,Parent story
33551,51156,Parent story
864,2695,Parent story
33606,2222,Parent story
36240,2020,Parent story
96,35716,Parent story
36946,36239,Parent story
14837,2747,Parent story
7060,14347,Parent story
31454,9170,Parent story
31490,8171,Parent story
902,50696,Parent story
7060,33934,Parent story
34519,4540,Parent story
900,32437,Parent story
95,33934,Parent story
12001,32437,Parent story
5252,32437,Parent story
899,32437,Parent story
50410,32437,Parent story
38234,22661,Parent story
461,22661,Parent story
897,6941,Parent story
4155,6941,Parent story
38714,36436,Parent story
462,36240,Parent story
33338,6941,Parent story
96,3626,Parent story
2273,2306,Parent story
50410,17699,Parent story
38419,34165,Parent story
31454,49211,Parent story
19319,2695,Parent story
906,7666,Parent story
31490,22661,Parent story
37245,5723,Parent story
985,2901,Parent story
2020,2901,Parent story
462,42449,Parent story
2107,10342,Parent story
34391,3202,Parent story
38715,43745,Parent story
465,8546,Parent story
1238,11659,Parent story
6714,6028,Parent story
2520,3546,Parent story
33606,8546,Parent story
4155,7667,Parent story
986,7667,Parent story
90,7060,Parent story
1094,7667,Parent story
2520,28369,Parent story
10808,31035,Parent story
23259,31035,Parent story
986,8551,Parent story
984,8547,Parent story
985,7816,Parent story
91,12851,Parent story
35859,5133,Parent story
9999,8548,Parent story
899,3547,Parent story
95,5723,Parent story
460,3547,Parent story
986,3546,Parent story
12001,3546,Parent story
5152,3546,Parent story
1237,3546,Parent story
33947,3546,Parent story
91,40888,Parent story
34519,30122,Parent story
36241,35310,Parent story
33338,3547,Parent story
2107,28369,Parent story
2743,40888,Parent story
2020,28371,Parent story
2520,33875,Parent story
864,50084,Parent story
895,40367,Parent story
33606,33454,Parent story
42449,51162,Parent story
50410,40367,Parent story
90,32898,Parent story
984,30449,Parent story
33338,40367,Parent story
38234,33874,Parent story
5152,33874,Parent story
2680,34878,Parent story
6714,33882,Parent story
9999,33881,Parent story
4155,33881,Parent story
5252,33881,Parent story
38419,33881,Parent story
4155,33880,Parent story
459,40377,Parent story
38419,33876,Parent story
4155,33879,Parent story
2020,33879,Parent story
2680,33879,Parent story
906,51162,Parent story
31490,33882,Parent story
31490,40478,Parent story
537,10702,Alternative setting
14829,11741,Alternative setting
36144,28537,Alternative setting
12963,6008,Alternative setting
3366,21473,Alternative setting
1816,2263,Alternative setting
13161,4719,Alternative setting
34863,33018,Alternative setting
42791,608,Alternative setting
34915,23587,Alternative setting
16419,1932,Alternative setting
6008,12963,Alternative setting
1889,4896,Alternative setting
13599,32188,Alternative setting
873,299,Alternative setting
10470,38433,Alternative setting
43772,33305,Alternative setting
5075,3325,Alternative setting
34438,15199,Alternative setting
34439,15199,Alternative setting
1458,33026,Alternative setting
3014,3371,Alternative setting
1349,1348,Alternative setting
13599,32962,Alternative setting
27525,27821,Alternative setting
5684,12191,Alternative setting
5684,7645,Alternative setting
1706,35853,Alternative setting
2124,30711,Alternative setting
4596,30711,Alternative setting
35081,30344,Alternative setting
3854,1553,Alternative setting
14829,33049,Alternative setting
2695,1091,Alternative setting
35854,1706,Alternative setting
9893,21407,Alternative setting
11889,29801,Alternative setting
2717,6653,Alternative setting
12565,33047,Alternative setting
11889,1694,Alternative setting
32149,35254,Alternative setting
10012,34662,Alternative setting
7645,50281,Alternative setting
2695,38716,Alternative setting
25537,37651,Alternative setting
14829,37651,Alternative setting
2363,1525,Alternative setting
37765,2695,Alternative setting
1525,36825,Alternative setting
891,7157,Alternative setting
36871,12851,Alternative setting
502,8548,Alternative setting
15323,8550,Alternative setting
22695,7158,Alternative setting
2490,8548,Alternative setting
51162,8548,Alternative setting
21,7158,Alternative setting
28591,38712,Alternative version
1859,551,Alternative version
42205,154,Alternative version
758,165,Alternative version
304,50,Alternative version
21255,2618,Alternative version
37433,37682,Alternative version
8554,7193,Alternative version
6768,34438,Alternative version
32188,9253,Alternative version
38181,37742,Alternative version
32353,4286,Alternative version
49,880,Alternative version
2170,478,Alternative version
4454,474,Alternative version
2548,4991,Alternative version
1985,31467,Alternative version
33478,157,Alternative version
1530,704,Alternative version
5231,37814,Alternative version
8235,8234,Alternative version
1954,38372,Alternative version
1162,8442,Alternative version
49291,11977,Alternative version
39584,8554,Alternative version
1546,7135,Alternative version
4033,11889,Alternative version
506,1974,Alternative version
7307,6971,Alternative version
892,225,Alternative version
9465,22433,Alternative version
51194,36824,Alternative version
1373,1520,Alternative version
6733,1491,Alternative version
42940,33566,Alternative version
40024,1239,Alternative version
33064,1652,Alternative version
1088,1089,Alternative version
12699,24459,Alternative version
7472,918,Alternative version
17947,25939,Alternative version
1969,37764,Alternative version
1553,1000,Alternative version
36823,51194,Alternative version
5658,1064,Alternative version
3016,42886,Alternative version
6735,1302,Alternative version
468,4672,Alternative version
38363,5658,Alternative version
35265,21899,Alternative version
34438,6768,Alternative version
2385,502,Alternative version
51162,502,Alternative version
225,502,Alternative version
6941,891,Alternative version
223,891,Alternative version
3602,6735,Alternative version
2225,892,Alternative version
3571,32149,Alternative version
6922,3783,Alternative version
2406,11359,Alternative version
2252,2356,Alternative version
39592,1090,Alternative version
2355,2356,Alternative version
19193,27411,Alternative version
2892,33027,Alternative version
10937,1090,Alternative version
33685,40251,Alternative version
12565,356,Alternative version
28701,33050,Alternative version
2253,1445,Alternative version
6653,35855,Alternative version
4808,38705,Alternative version
2354,1343,Alternative version
10074,22777,Alternative version
39361,22777,Alternative version
37324,6971,Alternative version
31389,7559,Alternative version
9884,30144,Alternative version
38705,31699,Alternative version
35067,9884,Alternative version
39277,6971,Alternative version
34471,7307,Alternative version
37764,1968,Alternative version
40367,15323,Alternative version
33934,33489,Alternative version
10342,3848,Alternative version
39358,3848,Alternative version
35311,35312,Alternative version
40377,31289,Alternative version
813,893,Alternative version
38055,34549,Alternative version
3848,37902,Alternative version
82,39592,Alternative version
11359,50696,Alternative version
6941,3044,Alternative version
46171,2747,Alternative version
16143,10342,Alternative version
892,3546,Alternative version
2225,40367,Alternative version
35859,39360,Alternative version
10256,4127,Other
31815,15439,Other
37103,16592,Other
14231,6462,Other
49215,44203,Other
34700,3909,Other
20371,9926,Other
19799,2252,Other
40301,1672,Other
47904,44042,Other
22673,16916,Other
50414,32212,Other
9487,15839,Other
32734,16371,Other
2306,6336,Other
36915,10087,Other
50607,550,Other
11699,12123,Other
42657,4737,Other
31410,13145,Other
51190,37292,Other
20907,20903,Other
48589,48577,Other
30686,1565,Other
49523,1313,Other
10832,9938,Other
40083,36882,Other
41574,36587,Other
10055,30740,Other
15839,9487,Other
48919,16373,Other
12123,6148,Other
38555,41399,Other
50159,40174,Other
20797,20703,Other
33685,1341,Other
526,10036,Other
43878,47904,Other
15359,19703,Other
42590,46119,Other
40301,751,Other
37672,38981,Other
42387,39586,Other
1525,17873,Other
44571,48751,Other
14247,8181,Other
34985,46381,Other
12769,4923,Other
33720,18617,Other
21363,2380,Other
9353,2595,Other
41317,40664,Other
38981,35589,Other
40137,41360,Other
15951,33836,Other
38897,34100,Other
9629,1678,Other
9002,13333,Other
28155,2389,Other
35329,38256,Other
20371,4814,Other
37571,38206,Other
35283,20,Other
18441,34751,Other
20235,20225,Other
49348,48610,Other
37859,35198,Other
9390,14067,Other
33044,35133,Other
2390,11717,Other
8410,34905,Other
42206,47614,Other
20235,15815,Other
24699,541,Other
38426,34544,Other
30954,38601,Other
49515,2398,Other
38028,36936,Other
33082,34678,Other
39839,21743,Other
38632,21743,Other
4690,2354,Other
2928,9332,Other
34742,31240,Other
32737,11755,Other
32989,31762,Other
